회사명,종목코드,시장구분,업종
라파스,214260,KOSDAQ,기술성장기업부
노랑풍선,104620,KOSDAQ,중견기업부
루멘스,038060,KOSDAQ,중견기업부
SGC E&C,016250,KOSDAQ,중견기업부
한국전자인증,041460,KOSDAQ,중견기업부
디에스엠,104040,KOSDAQ,벤처기업부
크레오에스지,040350,KOSDAQ,벤처기업부
제노레이,122310,KOSDAQ,우량기업부
씨이랩,189330,KOSDAQ,기술성장기업부
신일제약,012790,KOSDAQ,우량기업부
참좋은여행,094850,KOSDAQ,우량기업부
잉크테크,049550,KOSDAQ,우량기업부
큐라티스,348080,KOSDAQ,중견기업부
탑엔지니어링,065130,KOSDAQ,중견기업부
HLB바이오스텝,278650,KOSDAQ,중견기업부
지에스이,053050,KOSDAQ,우량기업부
에어레인,163280,KOSDAQ,기술성장기업부
FSN,214270,KOSDAQ,중견기업부
스튜디오미르,408900,KOSDAQ,중견기업부
드림어스컴퍼니,060570,KOSDAQ,중견기업부
동일금속,109860,KOSDAQ,우량기업부
이글루,067920,KOSDAQ,우량기업부
경남스틸,039240,KOSDAQ,우량기업부
푸드웰,005670,KOSDAQ,우량기업부
코리아나,027050,KOSDAQ,중견기업부
흥국,010240,KOSDAQ,우량기업부
서전기전,189860,KOSDAQ,벤처기업부
퀀타매트릭스,317690,KOSDAQ,기술성장기업부
경창산업,024910,KOSDAQ,중견기업부
신스틸,162300,KOSDAQ,우량기업부
오리콤,010470,KOSDAQ,우량기업부
위너스일렉,479960,KOSDAQ,중견기업부
대보마그네틱,290670,KOSDAQ,중견기업부
지슨,446840,KOSDAQ,기술성장기업부
팬스타엔터프라이즈,054300,KOSDAQ,벤처기업부
이건홀딩스,039020,KOSDAQ,중견기업부
케이엘넷,039420,KOSDAQ,중견기업부
아셈스,136410,KOSDAQ,벤처기업부
데이원컴퍼니,373160,KOSDAQ,기술성장기업부
오비고,352910,KOSDAQ,기술성장기업부
엠투엔,033310,KOSDAQ,중견기업부
제로투세븐,159580,KOSDAQ,중견기업부
포니링크,064800,KOSDAQ,중견기업부
씨티케이,260930,KOSDAQ,중견기업부
피엔케이피부임상연구센타,347740,KOSDAQ,벤처기업부
화신정공,126640,KOSDAQ,우량기업부
유신,054930,KOSDAQ,우량기업부
캐프,198080,KOSDAQ,우량기업부
서울평가정보,036120,KOSDAQ,중견기업부
진양제약,007370,KOSDAQ,우량기업부
제이투케이바이오,420570,KOSDAQ,벤처기업부
SG&G,040610,KOSDAQ,중견기업부
홈캐스트,064240,KOSDAQ,벤처기업부
삼양케이씨아이,036670,KOSDAQ,우량기업부
이화공영,001840,KOSDAQ,관리종목(소속부없음)
인지소프트,100030,KOSDAQ,중견기업부
쎄노텍,222420,KOSDAQ,벤처기업부
코렌텍,104540,KOSDAQ,기술성장기업부
이오플로우,294090,KOSDAQ,관리종목(소속부없음)
디와이디,219550,KOSDAQ,관리종목(소속부없음)
화인써키트,127980,KOSDAQ,중견기업부
이니텍,053350,KOSDAQ,중견기업부
강동씨앤엘,198440,KOSDAQ,중견기업부
SCL사이언스,246960,KOSDAQ,기술성장기업부
샤페론,378800,KOSDAQ,기술성장기업부
아이빔테크놀로지,460470,KOSDAQ,기술성장기업부
우리산업홀딩스,072470,KOSDAQ,중견기업부
태양,053620,KOSDAQ,우량기업부
에스엠씨지,460870,KOSDAQ,벤처기업부
삼진식품,0013V0,KOSDAQ,중견기업부
동방선기,099410,KOSDAQ,벤처기업부
대륙제관,004780,KOSDAQ,우량기업부
시그네틱스,033170,KOSDAQ,중견기업부
대모,317850,KOSDAQ,벤처기업부
에스프리즘,288620,KOSDAQ,벤처기업부
포커스에이아이,331380,KOSDAQ,투자주의환기종목(소속부없음)
레이저옵텍,199550,KOSDAQ,벤처기업부
한켐,457370,KOSDAQ,중견기업부
에르코스,435570,KOSDAQ,벤처기업부
레몬,294140,KOSDAQ,관리종목(소속부없음)
인스피언,465480,KOSDAQ,벤처기업부
쓰리에이로직스,177900,KOSDAQ,기술성장기업부
원풍,008370,KOSDAQ,우량기업부
제이티,089790,KOSDAQ,벤처기업부
디알젬,263690,KOSDAQ,우량기업부
코어라인소프트,384470,KOSDAQ,기술성장기업부
TS인베스트먼트,246690,KOSDAQ,중견기업부
한국팩키지,037230,KOSDAQ,우량기업부
그린생명과학,114450,KOSDAQ,벤처기업부
iMBC,052220,KOSDAQ,중견기업부
에이치시티,072990,KOSDAQ,우량기업부
에피소드컴퍼니,317530,KOSDAQ,기술성장기업부
에스팀,458350,KOSDAQ,중견기업부
코콤,015710,KOSDAQ,우량기업부
나래나노텍,137080,KOSDAQ,중견기업부
동우팜투테이블,088910,KOSDAQ,우량기업부
소마젠,950200,KOSDAQ,외국기업(소속부없음)
와이즈버즈,273060,KOSDAQ,중견기업부
프로티아,303360,KOSDAQ,기술성장기업부
멤레이비티,072770,KOSDAQ,중견기업부
SGA솔루션즈,184230,KOSDAQ,벤처기업부
구영테크,053270,KOSDAQ,우량기업부
이지스,261520,KOSDAQ,기술성장기업부
파이오링크,170790,KOSDAQ,우량기업부
DGI,099520,KOSDAQ,관리종목(소속부없음)
메이슨캐피탈,021880,KOSDAQ,중견기업부
젠큐릭스,229000,KOSDAQ,기술성장기업부
오리엔트정공,065500,KOSDAQ,중견기업부
위지윅스튜디오,299900,KOSDAQ,중견기업부
비엘팜텍,065170,KOSDAQ,투자주의환기종목(소속부없음)
옵트론텍,082210,KOSDAQ,중견기업부
코아시아씨엠,196450,KOSDAQ,중견기업부
토탈소프트,045340,KOSDAQ,벤처기업부
EDGC,245620,KOSDAQ,관리종목(소속부없음)
HLB펩,196300,KOSDAQ,관리종목(소속부없음)
수산아이앤티,050960,KOSDAQ,벤처기업부
인지디스플레,037330,KOSDAQ,우량기업부
제이엠티,094970,KOSDAQ,벤처기업부
SM Life Design,063440,KOSDAQ,중견기업부
에프엔씨엔터,173940,KOSDAQ,중견기업부
NHN벅스,104200,KOSDAQ,중견기업부
신테카바이오,226330,KOSDAQ,기술성장기업부
이삭엔지니어링,351330,KOSDAQ,벤처기업부
셀바이오휴먼텍,318160,KOSDAQ,벤처기업부
흥국에프엔비,189980,KOSDAQ,우량기업부
엔바이오니아,317870,KOSDAQ,기술성장기업부
포스뱅크,105760,KOSDAQ,우량기업부
상지건설,042940,KOSDAQ,중견기업부
유일에너테크,340930,KOSDAQ,관리종목(소속부없음)
엑스큐어,070300,KOSDAQ,벤처기업부
토마토시스템,393210,KOSDAQ,기술성장기업부
제일테크노스,038010,KOSDAQ,우량기업부
덴티스,261200,KOSDAQ,중견기업부
일신바이오,068330,KOSDAQ,중견기업부
링크제니시스,219420,KOSDAQ,기술성장기업부
에스디생명공학,217480,KOSDAQ,투자주의환기종목(소속부없음)
블루콤,033560,KOSDAQ,중견기업부
노을,376930,KOSDAQ,기술성장기업부
하스,450330,KOSDAQ,기술성장기업부
오상자이엘,053980,KOSDAQ,우량기업부
블리츠웨이엔터테인먼트,369370,KOSDAQ,벤처기업부
조이웍스앤코,309930,KOSDAQ,중견기업부
셀로맥스사이언스,471820,KOSDAQ,벤처기업부
티비씨,033830,KOSDAQ,중견기업부
HB인베스트먼트,440290,KOSDAQ,중견기업부
삼천리자전거,024950,KOSDAQ,중견기업부
아티스트컴퍼니,321820,KOSDAQ,기술성장기업부
서린바이오,038070,KOSDAQ,중견기업부
대원,007680,KOSDAQ,중견기업부
포인트엔지니어링,256630,KOSDAQ,벤처기업부
얼라인드,238120,KOSDAQ,기술성장기업부
엘컴텍,037950,KOSDAQ,중견기업부
린드먼아시아,277070,KOSDAQ,중견기업부
원익큐브,014190,KOSDAQ,우량기업부
비아이매트릭스,413640,KOSDAQ,벤처기업부
사이냅소프트,466410,KOSDAQ,벤처기업부
미래생명자원,218150,KOSDAQ,벤처기업부
엘엠에스,073110,KOSDAQ,벤처기업부
네이블,153460,KOSDAQ,중견기업부
파수AI,150900,KOSDAQ,벤처기업부
휴림에이텍,078590,KOSDAQ,중견기업부
큐캐피탈,016600,KOSDAQ,중견기업부
램테크놀러지,171010,KOSDAQ,벤처기업부
사토시홀딩스,223310,KOSDAQ,중견기업부
기산텔레콤,035460,KOSDAQ,벤처기업부
디티씨,066670,KOSDAQ,중견기업부
액토즈소프트,052790,KOSDAQ,중견기업부
엣지파운드리,105550,KOSDAQ,중견기업부
포시에스,189690,KOSDAQ,벤처기업부
아시아경제,127710,KOSDAQ,중견기업부
알에프세미,096610,KOSDAQ,투자주의환기종목(소속부없음)
엔젯,419080,KOSDAQ,기술성장기업부
자이언트스텝,289220,KOSDAQ,기술성장기업부
덕신이피씨,090410,KOSDAQ,우량기업부
알피바이오,314140,KOSDAQ,우량기업부
애드바이오텍,179530,KOSDAQ,기술성장기업부
영림원소프트랩,060850,KOSDAQ,벤처기업부
YW,051390,KOSDAQ,중견기업부
대진첨단소재,393970,KOSDAQ,관리종목(소속부없음)
알비더블유,361570,KOSDAQ,중견기업부
파인테크닉스,106240,KOSDAQ,벤처기업부
효성오앤비,097870,KOSDAQ,중견기업부
산돌,419120,KOSDAQ,중견기업부
윈팩,097800,KOSDAQ,중견기업부
알로이스,297570,KOSDAQ,벤처기업부
엔에이치스팩29호,451700,KOSDAQ,SPAC(소속부없음)
제이피아이헬스케어,0010V0,KOSDAQ,벤처기업부
코리아에셋투자증권,190650,KOSDAQ,우량기업부
뷰티스킨,406820,KOSDAQ,벤처기업부
케이씨티,089150,KOSDAQ,벤처기업부
서암기계공업,100660,KOSDAQ,중견기업부
신화인터텍,056700,KOSDAQ,중견기업부
하이딥,365590,KOSDAQ,기술성장기업부
원바이오젠,307280,KOSDAQ,벤처기업부
하츠,066130,KOSDAQ,우량기업부
솔디펜스,215090,KOSDAQ,벤처기업부
캡스톤파트너스,452300,KOSDAQ,중견기업부
씨앤투스,352700,KOSDAQ,벤처기업부
플레이디,237820,KOSDAQ,중견기업부
알트,459550,KOSDAQ,중견기업부
나라엠앤디,051490,KOSDAQ,우량기업부
피엔에이치테크,239890,KOSDAQ,기술성장기업부
디케이앤디,263020,KOSDAQ,벤처기업부
옴니시스템,057540,KOSDAQ,중견기업부
덱스터,206560,KOSDAQ,기술성장기업부
와이엠,007530,KOSDAQ,중견기업부
코스나인,082660,KOSDAQ,관리종목(소속부없음)
꿈비,407400,KOSDAQ,벤처기업부
시큐레터,418250,KOSDAQ,관리종목(소속부없음)
알리코제약,260660,KOSDAQ,중견기업부
씨유테크,376290,KOSDAQ,벤처기업부
보라티알,250000,KOSDAQ,우량기업부
성우전자,081580,KOSDAQ,중견기업부
캠시스,050110,KOSDAQ,중견기업부
프리엠스,053160,KOSDAQ,중견기업부
제이스코홀딩스,023440,KOSDAQ,관리종목(소속부없음)
네오크레마,311390,KOSDAQ,벤처기업부
에이아이코리아,364950,KOSDAQ,벤처기업부
바이오톡스텍,086040,KOSDAQ,벤처기업부
엔텔스,069410,KOSDAQ,벤처기업부
삼일기업공사,002290,KOSDAQ,우량기업부
하이퍼코퍼레이션,065650,KOSDAQ,중견기업부
이글벳,044960,KOSDAQ,중견기업부
아이즈비전,031310,KOSDAQ,중견기업부
제이엔비,452160,KOSDAQ,중견기업부
와이랩,432430,KOSDAQ,기술성장기업부
삼기,122350,KOSDAQ,중견기업부
우정바이오,215380,KOSDAQ,벤처기업부
엠젠솔루션,032790,KOSDAQ,벤처기업부
손오공,066910,KOSDAQ,중견기업부
자연과환경,043910,KOSDAQ,벤처기업부
티디에스팜,464280,KOSDAQ,중견기업부
서진오토모티브,122690,KOSDAQ,중견기업부
파인텍,131760,KOSDAQ,벤처기업부
시지트로닉스,429270,KOSDAQ,기술성장기업부
에스코넥,096630,KOSDAQ,우량기업부
우양,103840,KOSDAQ,중견기업부
유에스티,263770,KOSDAQ,우량기업부
프리시젼바이오,335810,KOSDAQ,기술성장기업부
케이씨피드,025880,KOSDAQ,우량기업부
비트플래닛,049470,KOSDAQ,중견기업부
브리지텍,064480,KOSDAQ,벤처기업부
하이즈항공,221840,KOSDAQ,중견기업부
세림B&G,340440,KOSDAQ,벤처기업부
일월지엠엘,178780,KOSDAQ,벤처기업부
상신전자,263810,KOSDAQ,중견기업부
파라택시스코리아,288330,KOSDAQ,관리종목(소속부없음)
한싹,430690,KOSDAQ,벤처기업부
유라클,088340,KOSDAQ,벤처기업부
그린플러스,186230,KOSDAQ,벤처기업부
케이엠,083550,KOSDAQ,중견기업부
우듬지팜,403490,KOSDAQ,벤처기업부
M83,476080,KOSDAQ,중견기업부
아이크래프트,052460,KOSDAQ,벤처기업부
파라텍,033540,KOSDAQ,중견기업부
케어랩스,263700,KOSDAQ,중견기업부
한독크린텍,256150,KOSDAQ,벤처기업부
앱코,129890,KOSDAQ,벤처기업부
누보,332290,KOSDAQ,벤처기업부
포메탈,119500,KOSDAQ,중견기업부
한국비티비,219750,KOSDAQ,중견기업부
빌리언스,044480,KOSDAQ,중견기업부
비씨월드제약,200780,KOSDAQ,중견기업부
대신정보통신,020180,KOSDAQ,중견기업부
아이언디바이스,464500,KOSDAQ,기술성장기업부
나노실리칸첨단소재,286750,KOSDAQ,투자주의환기종목(소속부없음)
에코캡,128540,KOSDAQ,우량기업부
승일,049830,KOSDAQ,관리종목(소속부없음)
미트박스,475460,KOSDAQ,벤처기업부
모니터랩,434480,KOSDAQ,기술성장기업부
소프트캠프,258790,KOSDAQ,벤처기업부
제이에스티나,026040,KOSDAQ,중견기업부
삼화네트웍스,046390,KOSDAQ,중견기업부
서연탑메탈,019770,KOSDAQ,우량기업부
와토스코리아,079000,KOSDAQ,중견기업부
보원케미칼,0010F0,KOSDAQ,벤처기업부
진매트릭스,109820,KOSDAQ,기술성장기업부
뱅크웨어글로벌,199480,KOSDAQ,기술성장기업부
에스제이그룹,306040,KOSDAQ,중견기업부
남화토건,091590,KOSDAQ,중견기업부
체리부로,066360,KOSDAQ,우량기업부
경남제약,053950,KOSDAQ,중견기업부
아세아텍,050860,KOSDAQ,우량기업부
그리티,204020,KOSDAQ,우량기업부
대창스틸,140520,KOSDAQ,중견기업부
픽셀플러스,087600,KOSDAQ,벤처기업부
백금T&A,046310,KOSDAQ,우량기업부
넥사다이내믹스,351320,KOSDAQ,중견기업부
트윔,290090,KOSDAQ,벤처기업부
핸디소프트,220180,KOSDAQ,벤처기업부
NEW,160550,KOSDAQ,중견기업부
에이텍모빌리티,224110,KOSDAQ,벤처기업부
마니커에프앤지,195500,KOSDAQ,중견기업부
씨큐브,101240,KOSDAQ,우량기업부
이엠넷,123570,KOSDAQ,중견기업부
KB오토시스,024120,KOSDAQ,중견기업부
케일럼,258610,KOSDAQ,중견기업부
크라우드웍스,355390,KOSDAQ,기술성장기업부
고려제약,014570,KOSDAQ,중견기업부
동일기연,032960,KOSDAQ,관리종목(소속부없음)
모헨즈,006920,KOSDAQ,중견기업부
에쎈테크,043340,KOSDAQ,중견기업부
디에이피,066900,KOSDAQ,관리종목(소속부없음)
웨이버스,336060,KOSDAQ,벤처기업부
유니온바이오메트릭스,203450,KOSDAQ,벤처기업부
DH오토리드,290120,KOSDAQ,중견기업부
알엔투테크놀로지,148250,KOSDAQ,벤처기업부
비비씨,318410,KOSDAQ,중견기업부
아이컴포넌트,059100,KOSDAQ,벤처기업부
디와이씨,310870,KOSDAQ,벤처기업부
에이치엘사이언스,239610,KOSDAQ,벤처기업부
케이디켐,221980,KOSDAQ,우량기업부
오픈놀,440320,KOSDAQ,기술성장기업부
카티스,140430,KOSDAQ,중견기업부
피코그램,376180,KOSDAQ,벤처기업부
리튬포어스,073570,KOSDAQ,관리종목(소속부없음)
시선AI,340810,KOSDAQ,기술성장기업부
동양파일,228340,KOSDAQ,중견기업부
인크레더블버즈,064090,KOSDAQ,관리종목(소속부없음)
에이텀,355690,KOSDAQ,기술성장기업부
인스웨이브,450520,KOSDAQ,벤처기업부
모비데이즈,363260,KOSDAQ,벤처기업부
한네트,052600,KOSDAQ,중견기업부
키이스트,054780,KOSDAQ,중견기업부
멕아이씨에스,058110,KOSDAQ,기술성장기업부
라온피플,300120,KOSDAQ,벤처기업부
우리이앤엘하루틴,153490,KOSDAQ,우량기업부
YBM넷,057030,KOSDAQ,중견기업부
더라미,032860,KOSDAQ,중견기업부
오공,045060,KOSDAQ,우량기업부
아티스트스튜디오,200350,KOSDAQ,기술성장기업부
자비스,254120,KOSDAQ,기술성장기업부
에코심플렉스,038870,KOSDAQ,중견기업부
메가엠디,133750,KOSDAQ,중견기업부
지에프씨생명과학,388610,KOSDAQ,기술성장기업부
테크엘,064520,KOSDAQ,중견기업부
에코글로우,159910,KOSDAQ,중견기업부
오디텍,080520,KOSDAQ,벤처기업부
ES큐브,050120,KOSDAQ,중견기업부
에프알텍,073540,KOSDAQ,벤처기업부
싸이버원,356890,KOSDAQ,벤처기업부
EG,037370,KOSDAQ,벤처기업부
베노티앤알,206400,KOSDAQ,중견기업부
핌스,347770,KOSDAQ,중견기업부
신도기연,290520,KOSDAQ,벤처기업부
에이스토리,241840,KOSDAQ,중견기업부
디모아,016670,KOSDAQ,중견기업부
아이비젼웍스,469750,KOSDAQ,벤처기업부
소노스퀘어,007720,KOSDAQ,중견기업부
티케이지애강,022220,KOSDAQ,중견기업부
윙입푸드,900340,KOSDAQ,외국기업(소속부없음)
팸텍,271830,KOSDAQ,벤처기업부
엠아이큐브솔루션,373170,KOSDAQ,벤처기업부
동국알앤에스,075970,KOSDAQ,중견기업부
에스에이티,060540,KOSDAQ,중견기업부
인산가,277410,KOSDAQ,벤처기업부
다산디엠씨,208860,KOSDAQ,벤처기업부
진시스템,363250,KOSDAQ,기술성장기업부
뉴트리,270870,KOSDAQ,중견기업부
캐스텍코리아,071850,KOSDAQ,투자주의환기종목(소속부없음)
에이비프로바이오,195990,KOSDAQ,관리종목(소속부없음)
웰크론,065950,KOSDAQ,중견기업부
네오리진,094860,KOSDAQ,중견기업부
파인메딕스,387570,KOSDAQ,기술성장기업부
DH오토웨어,025440,KOSDAQ,투자주의환기종목(소속부없음)
디에이테크놀로지,196490,KOSDAQ,투자주의환기종목(소속부없음)
아이퀘스트,262840,KOSDAQ,벤처기업부
엠브레인,169330,KOSDAQ,중견기업부
포인트모바일,318020,KOSDAQ,벤처기업부
티엔엔터테인먼트,131100,KOSDAQ,중견기업부
카이노스메드,284620,KOSDAQ,투자주의환기종목(소속부없음)
에스켐,475660,KOSDAQ,기술성장기업부
차이커뮤니케이션,351870,KOSDAQ,중견기업부
힘스,238490,KOSDAQ,벤처기업부
플랜티넷,075130,KOSDAQ,벤처기업부
팬엔터테인먼트,068050,KOSDAQ,중견기업부
셀피글로벌,068940,KOSDAQ,관리종목(소속부없음)
신화콘텍,187270,KOSDAQ,벤처기업부
파루,043200,KOSDAQ,벤처기업부
유틸렉스,263050,KOSDAQ,관리종목(소속부없음)
씨엔알리서치,359090,KOSDAQ,중견기업부
한빛소프트,047080,KOSDAQ,중견기업부
국영지앤엠,006050,KOSDAQ,중견기업부
모바일어플라이언스,087260,KOSDAQ,벤처기업부
모아텍,033200,KOSDAQ,투자주의환기종목(소속부없음)
라메디텍,462510,KOSDAQ,기술성장기업부
한국정보공학,039740,KOSDAQ,벤처기업부
제놀루션,225220,KOSDAQ,벤처기업부
텔콘RF제약,200230,KOSDAQ,중견기업부
폴라리스우노,114630,KOSDAQ,우량기업부
플루토스,019570,KOSDAQ,중견기업부
이노에이엑스,296640,KOSDAQ,벤처기업부
파버나인,177830,KOSDAQ,벤처기업부
인포뱅크,039290,KOSDAQ,중견기업부
오브젠,417860,KOSDAQ,벤처기업부
성우테크론,045300,KOSDAQ,중견기업부
케이지에이,455180,KOSDAQ,벤처기업부
피엔티엠에스,257370,KOSDAQ,벤처기업부
휴엠앤씨,263920,KOSDAQ,중견기업부
앱토크롬,109960,KOSDAQ,투자주의환기종목(소속부없음)
이엘피,063760,KOSDAQ,벤처기업부
넥스턴앤롤코리아,089140,KOSDAQ,벤처기업부
KBG,318000,KOSDAQ,벤처기업부
에코볼트,097780,KOSDAQ,중견기업부
GH신소재,130500,KOSDAQ,중견기업부
원일특강,012620,KOSDAQ,우량기업부
아이에이,038880,KOSDAQ,투자주의환기종목(소속부없음)
진바이오텍,086060,KOSDAQ,중견기업부
신라섬유,001000,KOSDAQ,중견기업부
한국큐빅,021650,KOSDAQ,중견기업부
한주라이트메탈,198940,KOSDAQ,중견기업부
휴네시온,290270,KOSDAQ,벤처기업부
서울전자통신,027040,KOSDAQ,중견기업부
에스디시스템,121890,KOSDAQ,중견기업부
TS트릴리온,317240,KOSDAQ,벤처기업부
코디,080530,KOSDAQ,중견기업부
컬러레이,900310,KOSDAQ,외국기업(소속부없음)
모아데이타,288980,KOSDAQ,기술성장기업부
브레인즈컴퍼니,099390,KOSDAQ,벤처기업부
정원엔시스,045510,KOSDAQ,중견기업부
CNT85,056730,KOSDAQ,중견기업부
라닉스,317120,KOSDAQ,기술성장기업부
프럼파스트,035200,KOSDAQ,벤처기업부
이노테나,333050,KOSDAQ,벤처기업부
닷밀,464580,KOSDAQ,기술성장기업부
글로벌에스엠,900070,KOSDAQ,외국기업(소속부없음)
티사이언티픽,057680,KOSDAQ,벤처기업부
디티앤씨,187220,KOSDAQ,중견기업부
오토앤,353590,KOSDAQ,중견기업부
스페코,013810,KOSDAQ,중견기업부
동일스틸럭스,023790,KOSDAQ,중견기업부
엔젠바이오,354200,KOSDAQ,기술성장기업부
에스지헬스케어,398120,KOSDAQ,벤처기업부
파인디지털,038950,KOSDAQ,중견기업부
한창산업,079170,KOSDAQ,우량기업부
아이지넷,462980,KOSDAQ,기술성장기업부
에이루트,096690,KOSDAQ,중견기업부
THE CUBE&,013720,KOSDAQ,중견기업부
휴맥스,115160,KOSDAQ,중견기업부
오아,342870,KOSDAQ,중견기업부
세화피앤씨,252500,KOSDAQ,중견기업부
피씨디렉트,051380,KOSDAQ,중견기업부
플래티어,367000,KOSDAQ,벤처기업부
제이엠아이,033050,KOSDAQ,중견기업부
위세아이텍,065370,KOSDAQ,벤처기업부
세종메디칼,258830,KOSDAQ,관리종목(소속부없음)
대한과학,131220,KOSDAQ,벤처기업부
비큐AI,148780,KOSDAQ,기술성장기업부
나라셀라,405920,KOSDAQ,중견기업부
CS,065770,KOSDAQ,벤처기업부
이노뎁,303530,KOSDAQ,벤처기업부
무림SP,001810,KOSDAQ,중견기업부
피앤씨테크,237750,KOSDAQ,벤처기업부
이노시뮬레이션,274400,KOSDAQ,기술성장기업부
신원종합개발,017000,KOSDAQ,우량기업부
파라택시스이더리움,290560,KOSDAQ,벤처기업부
오스템,031510,KOSDAQ,중견기업부
서울제약,018680,KOSDAQ,벤처기업부
에스엘에스바이오,246250,KOSDAQ,관리종목(소속부없음)
벨로크,424760,KOSDAQ,벤처기업부
아우딘퓨쳐스,227610,KOSDAQ,벤처기업부
원티드랩,376980,KOSDAQ,기술성장기업부
아이윈,090150,KOSDAQ,중견기업부
부스타,008470,KOSDAQ,벤처기업부
뉴키즈온,462310,KOSDAQ,중견기업부
대동스틸,048470,KOSDAQ,중견기업부
위즈코프,038620,KOSDAQ,벤처기업부
디티앤씨알오,383930,KOSDAQ,중견기업부
버넥트,438700,KOSDAQ,기술성장기업부
신진에스엠,138070,KOSDAQ,중견기업부
S&K폴리텍,091340,KOSDAQ,중견기업부
리더스코스메틱,016100,KOSDAQ,중견기업부
삼진,032750,KOSDAQ,우량기업부
모아라이프플러스,142760,KOSDAQ,기술성장기업부
이스트에이드,239340,KOSDAQ,중견기업부
풍전약품,298060,KOSDAQ,관리종목(소속부없음)
케이쓰리아이,431190,KOSDAQ,기술성장기업부
엔피,291230,KOSDAQ,중견기업부
케이웨더,068100,KOSDAQ,기술성장기업부
캔버스엔,210120,KOSDAQ,중견기업부
에이치와이티씨,148930,KOSDAQ,중견기업부
율촌,146060,KOSDAQ,중견기업부
한주에이알티,058450,KOSDAQ,투자주의환기종목(소속부없음)
나노캠텍,091970,KOSDAQ,중견기업부
팜스빌,318010,KOSDAQ,벤처기업부
글로본,019660,KOSDAQ,중견기업부
케이바이오랩스,038530,KOSDAQ,중견기업부
오션인더블유,052300,KOSDAQ,중견기업부
프롬바이오,377220,KOSDAQ,기술성장기업부
한울앤제주,276730,KOSDAQ,투자주의환기종목(소속부없음)
소프트센,032680,KOSDAQ,중견기업부
시큐브,131090,KOSDAQ,벤처기업부
더코디,224060,KOSDAQ,투자주의환기종목(소속부없음)
NE능률,053290,KOSDAQ,중견기업부
PN풍년,024940,KOSDAQ,벤처기업부
윙스풋,335870,KOSDAQ,중견기업부
포톤,208710,KOSDAQ,중견기업부
티에스넥스젠,043220,KOSDAQ,관리종목(소속부없음)
아즈텍WB,032080,KOSDAQ,중견기업부
KB제27호스팩,464680,KOSDAQ,관리종목(소속부없음)
KS인더스트리,101000,KOSDAQ,중견기업부
본느,226340,KOSDAQ,중견기업부
씨유메디칼,115480,KOSDAQ,중견기업부
로지시스,067730,KOSDAQ,중견기업부
성창오토텍,080470,KOSDAQ,벤처기업부
밸로프,331520,KOSDAQ,중견기업부
누리플랜,069140,KOSDAQ,벤처기업부
배럴,267790,KOSDAQ,중견기업부
피플바이오,304840,KOSDAQ,벤처기업부
씨엔플러스,115530,KOSDAQ,중견기업부
진영,285800,KOSDAQ,벤처기업부
링크드,193250,KOSDAQ,중견기업부
이미지스,115610,KOSDAQ,벤처기업부
E8,418620,KOSDAQ,기술성장기업부
딥커머스,900110,KOSDAQ,외국기업(소속부없음)
비트맥스,377030,KOSDAQ,관리종목(소속부없음)
엔비티,236810,KOSDAQ,기술성장기업부
세중,039310,KOSDAQ,중견기업부
오가닉티코스메틱,900300,KOSDAQ,외국기업(소속부없음)
풍강,093380,KOSDAQ,중견기업부
앱튼,270520,KOSDAQ,투자주의환기종목(소속부없음)
디지캡,197140,KOSDAQ,벤처기업부
애드포러스,397810,KOSDAQ,벤처기업부
에이치케이,044780,KOSDAQ,벤처기업부
삼진엘앤디,054090,KOSDAQ,중견기업부
한일화학,007770,KOSDAQ,중견기업부
뉴온,123840,KOSDAQ,투자주의환기종목(소속부없음)
아이티아이즈,372800,KOSDAQ,벤처기업부
동양에스텍,060380,KOSDAQ,중견기업부
디지아이,043360,KOSDAQ,벤처기업부
알톤,123750,KOSDAQ,중견기업부
비츠로시스,054220,KOSDAQ,벤처기업부
바이브컴퍼니,301300,KOSDAQ,기술성장기업부
딜리,131180,KOSDAQ,벤처기업부
파인디앤씨,049120,KOSDAQ,벤처기업부
대성미생물,036480,KOSDAQ,중견기업부
드림인사이트,362990,KOSDAQ,벤처기업부
조아제약,034940,KOSDAQ,중견기업부
에스앤더블류,103230,KOSDAQ,중견기업부
이원컴포텍,088290,KOSDAQ,관리종목(소속부없음)
지란지교시큐리티,208350,KOSDAQ,벤처기업부
제이케이시냅스,060230,KOSDAQ,중견기업부
카스,016920,KOSDAQ,중견기업부
이지트로닉스,377330,KOSDAQ,기술성장기업부
세동,053060,KOSDAQ,중견기업부
우리엔터프라이즈,037400,KOSDAQ,중견기업부
졸스,018700,KOSDAQ,투자주의환기종목(소속부없음)
키네마스터,139670,KOSDAQ,중견기업부
패션플랫폼,225590,KOSDAQ,우량기업부
엑사이엔씨,054940,KOSDAQ,중견기업부
인바이오,352940,KOSDAQ,벤처기업부
케이피엠테크,042040,KOSDAQ,중견기업부
대호특수강,021040,KOSDAQ,중견기업부
대동금속,020400,KOSDAQ,중견기업부
아이오케이이엔엠,078860,KOSDAQ,투자주의환기종목(소속부없음)
스튜디오삼익,415380,KOSDAQ,중견기업부
바이오포트,188040,KOSDAQ,벤처기업부
한국정밀기계,101680,KOSDAQ,중견기업부
상보,027580,KOSDAQ,중견기업부
서산,079650,KOSDAQ,중견기업부
인터엠,017250,KOSDAQ,중견기업부
썸에이지,208640,KOSDAQ,중견기업부
